Id,SalePrice
1461,112645.27662660452
1462,143553.4314973573
1463,168549.30856710853
1464,193622.85834306787
1465,196390.13746129852
1466,166900.5953139625
1467,185124.966913832
1468,162103.41664653269
1469,188849.83410016113
1470,121190.74796718927
1471,173338.2605623335
1472,102153.34151130298
1473,96558.17711355603
1474,143695.52921052647
1475,116561.13673525333
1476,343673.9222288889
1477,243518.37912835387
1478,305326.5880340513
1479,302956.5673745633
1480,471440.9909765741
1481,318554.8148021751
1482,218844.4454760104
1483,169974.65085922703
1484,172642.2679609188
1485,202586.99435580868
1486,191084.96324992855
1487,334539.1471189266
1488,240289.52908789148
1489,188171.27146368058
1490,236449.07112787565
1491,194565.2838115233
1492,84254.17441823795
1493,196908.34905035005
1494,288031.67415995244
1495,274524.0030133414
1496,235097.35425054262
1497,171336.5356901138
1498,178800.33930351413
1499,167345.13295894754
1500,158797.1360776618
1501,172069.53087869214
1502,155327.390050007
1503,283490.38976306794
1504,246856.2289681644
1505,228397.2375797409
1506,189618.330124246
1507,240875.31227634993
1508,200121.1974794442
1509,157009.87539489468
1510,144125.70965118584
1511,153142.69597924215
1512,169594.8198785951
1513,150990.64440664416
1514,144097.7429575743
1515,184946.12103316578
1516,152985.6691011962
1517,161671.37638263087
1518,125034.34127360438
1519,207410.0198461446
1520,127437.25810083348
1521,123619.65784402617
1522,172511.61166307176
1523,109619.98027805099
1524,119408.2881544389
1525,116046.75408511417
1526,110911.35245698555
1527,104805.01966384947
1528,134989.86437064712
1529,147864.60128010664
1530,208748.80108461622
1531,114903.40354618336
1532,98253.72703142086
1533,142182.6568149257
1534,122340.24206398561
1535,136249.8832577282
1536,110013.98297839827
1537,57878.89567059179
1538,146063.80838943974
1539,192455.48063177796
1540,90998.94738757011
1541,139070.30429917193
1542,129350.55287247691
1543,176106.5897545668
1544,88457.93271912636
1545,117002.11568771958
1546,143108.49937507647
1547,129156.72878338618
1548,139370.0853822486
1549,126932.3932347781
1550,134608.3582481792
1551,104591.41107484212
1552,140003.5908557857
1553,140706.54806454937
1554,126750.86002592753
1555,145876.11878825014
1556,88287.70639269578
1557,97496.08712525567
1558,105359.84764425545
1559,74431.03135877337
1560,130283.34495128432
1561,111771.10243378903
1562,133325.5242244469
1563,119858.30683614517
1564,151845.48847301851
1565,140971.21832902668
1566,237214.05071995573
1567,76260.16896882387
1568,239675.15415137424
1569,122127.8015547959
1570,142725.54519978637
1571,112313.14947034461
1572,135185.3699841036
1573,220631.47954292025
1574,113985.15384804731
1575,228750.3358570354
1576,245923.94102151433
1577,186597.28475256337
1578,142779.42074745367
1579,138598.33515026892
1580,200832.89929269106
1581,154684.5631822629
1582,130949.09182487398
1583,283278.5067996994
1584,221055.7352827666
1585,144189.75339881715
1586,69983.8914611078
1587,110518.69936417369
1588,149723.93808360823
1589,94552.47578865507
1590,135336.05826573024
1591,90809.11826435715
1592,109418.71341020057
1593,135115.9505321878
1594,128989.92164747737
1595,103756.8782287648
1596,209682.85422805196
1597,189758.94927083803
1598,219075.90942078436
1599,173726.6230685751
1600,167032.90647480535
1601,67680.03549140529
1602,114187.61558914396
1603,76261.70666024247
1604,252136.94703235928
1605,240617.03815083415
1606,164795.06294930715
1607,176746.81026335855
1608,224685.63259579134
1609,183213.28560788545
1610,148663.69525216857
1611,139267.96541036092
1612,170260.52137931657
1613,168775.75288193914
1614,129082.91692727202
1615,92317.20241833712
1616,78313.69001639806
1617,94266.92742079585
1618,133027.72695701275
1619,147217.57089181207
1620,158335.7627226809
1621,128240.19856804301
1622,148998.38956457828
1623,251775.12934991103
1624,198941.18020887332
1625,118720.55439167339
1626,173919.76024291076
1627,185671.55503876365
1628,280249.6900132984
1629,184706.6242920306
1630,321091.2790150369
1631,224062.48219872048
1632,222399.09761458606
1633,191226.47798284946
1634,188105.6591918601
1635,177678.83893220237
1636,156134.95756970963
1637,192793.8976244214
1638,177154.4910062137
1639,188719.64985893545
1640,252702.83120270836
1641,183020.10953847793
1642,243456.05426322765
1643,216173.4848609034
1644,245397.15757308938
1645,212682.03757722027
1646,168971.28794283685
1647,163090.44627684588
1648,129897.69762000204
1649,147676.2124159362
1650,118037.51962175206
1651,123298.34712850282
1652,103193.19238280725
1653,106292.07179407941
1654,147569.07339128634
1655,141629.99328497754
1656,140558.6312848842
1657,150137.5851921908
1658,151857.50061467433
1659,129158.29031637542
1660,159483.42150862506
1661,397514.72062188806
1662,395070.6627947867
1663,361810.8479979016
1664,469575.60037952766
1665,303975.23552546516
1666,320061.12808142597
1667,367626.23458830337
1668,347541.6413644918
1669,316207.1721853365
1670,340467.60357975384
1671,259971.51124657478
1672,413923.81748353486
1673,289848.84866730426
1674,244852.46673493768
1675,195711.26749505676
1676,194155.50116750365
1677,212744.56414267304
1678,425907.51591345284
1679,380379.9580537446
1680,313037.6055119899
1681,247859.59425069406
1682,319071.799694514
1683,191769.3480640151
1684,180520.63281047207
1685,177568.11315351064
1686,180752.99806040703
1687,179741.79416296442
1688,187482.39996403098
1689,195717.27708168962
1690,206551.17296907882
1691,199313.9490706452
1692,270333.98700096173
1693,176014.5973612467
1694,185441.59439596985
1695,178740.63156513876
1696,265066.06344638
1697,183036.81586474803
1698,330275.243137768
1699,331761.0901008733
1700,254370.5977200981
1701,268040.27055570413
1702,230963.39223448685
1703,244401.54124307394
1704,279056.8730875982
1705,259548.00921489936
1706,360976.9630678266
1707,209316.2826130889
1708,202104.03970735293
1709,262416.50763088395
1710,227658.6244413525
1711,280078.63263393816
1712,256394.5920746965
1713,271005.5858524425
1714,218827.30844595752
1715,207214.52564600867
1716,183369.06268977214
1717,190108.42078823323
1718,135240.2140311847
1719,202407.16657252863
1720,237192.67295740495
1721,163382.96101580583
1722,121057.19625906754
